Entrez	Symbol	Name	Entrez	Uniprot
285190	RGPD4	RANBP2 like and GRIP domain containing 4	285190	Q7Z3J3
729540	RGPD6	RANBP2 like and GRIP domain containing 6	729540	Q99666
84220	RGPD5	RANBP2 like and GRIP domain containing 5	84220	Q99666
727851	RGPD8	RANBP2 like and GRIP domain containing 8	727851	O14715
9649	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	9649	Q5JS13
55103	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	55103	Q86X27
5923	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	5923	Q13972
5924	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2	5924	O14827
5995	RGR	retinal G protein coupled receptor	5995	P47804
6001	RGS10	regulator of G protein signaling 10	6001	O43665
8786	RGS11	regulator of G protein signaling 11	8786	O94810
6002	RGS12	regulator of G protein signaling 12	6002	O14924
6003	RGS13	regulator of G protein signaling 13	6003	O14921
10636	RGS14	regulator of G protein signaling 14	10636	O43566
6004	RGS16	regulator of G protein signaling 16	6004	O15492
26575	RGS17	regulator of G protein signaling 17	26575	Q9UGC6
64407	RGS18	regulator of G protein signaling 18	64407	Q9NS28
10287	RGS19	regulator of G protein signaling 19	10287	P49795
5996	RGS1	regulator of G protein signaling 1	5996	Q08116
8601	RGS20	regulator of G protein signaling 20	8601	O76081
431704	RGS21	regulator of G protein signaling 21	431704	Q2M5E4
26166	RGS22	regulator of G protein signaling 22	26166	Q8NE09
5997	RGS2	regulator of G protein signaling 2	5997	P41220
5998	RGS3	regulator of G protein signaling 3	5998	P49796
5999	RGS4	regulator of G protein signaling 4	5999	P49798
8490	RGS5	regulator of G protein signaling 5	8490	O15539
9628	RGS6	regulator of G protein signaling 6	9628	P49758
6000	RGS7	regulator of G protein signaling 7	6000	P49802
85397	RGS8	regulator of G protein signaling 8	85397	P57771
8787	RGS9	regulator of G protein signaling 9	8787	O75916
353299	RGSL1	regulator of G protein signaling like 1	353299	A5PLK6
6005	RHAG	Rh associated glycoprotein	6005	Q02094
57414	RHBDD2	rhomboid domain containing 2	57414	Q6NTF9
25807	RHBDD3	rhomboid domain containing 3	25807	Q9Y3P4
57127	RHBG	Rh family B glycoprotein	57127	Q9H310
9028	RHBDL1	rhomboid like 1	9028	O75783
54933	RHBDL2	rhomboid like 2	54933	Q9NX52
162494	RHBDL3	rhomboid like 3	162494	P58872
84236	RHBDD1	rhomboid domain containing 1	84236	Q8TEB9
9886	RHOBTB1	Rho related BTB domain containing 1	9886	O94844
23221	RHOBTB2	Rho related BTB domain containing 2	23221	Q9BYZ6
22836	RHOBTB3	Rho related BTB domain containing 3	22836	O94955
6006	RHCE	Rh blood group CcEe antigens	6006	P18577
51458	RHCG	Rh family C glycoprotein	51458	Q9UBD6
64285	RHBDF1	rhomboid 5 homolog 1	64285	Q96CC6
79651	RHBDF2	rhomboid 5 homolog 2	79651	Q6PJF5
6007	RHD	Rh blood group D antigen	6007	Q02161
6009	RHEB	Ras homolog, mTORC1 binding	6009	Q15382
23551	RASD2	RASD family member 2	23551	Q96D21
440712	RHEX	regulator of hemoglobinization and erythroid cell expansion	440712	Q6ZWK4
727940	RHOXF2B	Rhox homeobox family member 2B	727940	P0C7M4
392	ARHGAP1	Rho GTPase activating protein 1	392	Q07960
393	ARHGAP4	Rho GTPase activating protein 4	393	P98171
394	ARHGAP5	Rho GTPase activating protein 5	394	Q13017
395	ARHGAP6	Rho GTPase activating protein 6	395	O43182
10395	DLC1	DLC1 Rho GTPase activating protein	10395	Q96QB1
23779	ARHGAP8	Rho GTPase activating protein 8	23779	P85298
64333	ARHGAP9	Rho GTPase activating protein 9	64333	Q9BRR9
79658	ARHGAP10	Rho GTPase activating protein 10	79658	A1A4S6
94134	ARHGAP12	Rho GTPase activating protein 12	94134	Q8IWW6
55843	ARHGAP15	Rho GTPase activating protein 15	55843	Q53QZ3
55114	ARHGAP17	Rho GTPase activating protein 17	55114	Q68EM7
93663	ARHGAP18	Rho GTPase activating protein 18	93663	Q8N392
84986	ARHGAP19	Rho GTPase activating protein 19	84986	Q14CB8
57569	ARHGAP20	Rho GTPase activating protein 20	57569	Q9P2F6
57584	ARHGAP21	Rho GTPase activating protein 21	57584	Q5T5U3
58504	ARHGAP22	Rho GTPase activating protein 22	58504	Q7Z5H3
57636	ARHGAP23	Rho GTPase activating protein 23	57636	Q9P227
83478	ARHGAP24	Rho GTPase activating protein 24	83478	Q8N264
9938	ARHGAP25	Rho GTPase activating protein 25	9938	P42331
23092	ARHGAP26	Rho GTPase activating protein 26	23092	Q9UNA1
201176	ARHGAP27	Rho GTPase activating protein 27	201176	Q6ZUM4
9411	ARHGAP29	Rho GTPase activating protein 29	9411	Q52LW3
257106	ARHGAP30	Rho GTPase activating protein 30	257106	Q7Z6I6
57514	ARHGAP31	Rho GTPase activating protein 31	57514	Q2M1Z3
9743	ARHGAP32	Rho GTPase activating protein 32	9743	A7KAX9
115703	ARHGAP33	Rho GTPase activating protein 33	115703	O14559
2909	ARHGAP35	Rho GTPase activating protein 35	2909	Q9NRY4
158763	ARHGAP36	Rho GTPase activating protein 36	158763	Q6ZRI8
80728	ARHGAP39	Rho GTPase activating protein 39	80728	Q9C0H5
143872	ARHGAP42	Rho GTPase activating protein 42	143872	A6NI28
9912	ARHGAP44	Rho GTPase activating protein 44	9912	Q17R89
9824	ARHGAP11A	Rho GTPase activating protein 11A	9824	Q6P4F7
89839	ARHGAP11B	Rho GTPase activating protein 11B	89839	Q3KRB8
83695	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1	83695	Q9BSD3
387	RHOA	ras homolog family member A	387	P61586
388	RHOB	ras homolog family member B	388	P62745
389	RHOC	ras homolog family member C	389	P08134
29984	RHOD	ras homolog family member D	29984	O00212
54509	RHOF	ras homolog family member F, filopodia associated	54509	Q9HBH0
391	RHOG	ras homolog family member G	391	P84095
399	RHOH	ras homolog family member H	399	Q15669
57381	RHOJ	ras homolog family member J	57381	Q9H4E5
23433	RHOQ	ras homolog family member Q	23433	P17081
58480	RHOU	ras homolog family member U	58480	Q7L0Q8
171177	RHOV	ras homolog family member V	171177	Q96L33
114822	RHPN1	rhophilin Rho GTPase binding protein 1	114822	Q8TCX5
85415	RHPN2	rhophilin Rho GTPase binding protein 2	85415	Q8IUC4
158800	RHOXF1	Rhox homeobox family member 1	158800	Q8NHV9
84528	RHOXF2	Rhox homeobox family member 2	84528	Q9BQY4
284485	RIIAD1	regulatory subunit of type II PKA R-subunit domain containing 1	284485	A6NNX1
158787	RIBC1	RIB43A domain with coiled-coils 1	158787	Q8N443
26150	RIBC2	RIB43A domain with coiled-coils 2	26150	Q9H4K1
57589	RIC1	RIC1 homolog, RAB6A GEF complex partner 1	57589	Q4ADV7
79608	RIC3	RIC3 acetylcholine receptor chaperone	79608	Q7Z5B4
60626	RIC8A	RIC8 guanine nucleotide exchange factor A	60626	Q9NPQ8
55188	RIC8B	RIC8 guanine nucleotide exchange factor B	55188	Q9NVN3
253260	RICTOR	RPTOR independent companion of MTOR complex 2	253260	Q6R327
10247	RIDA	reactive intermediate imine deaminase A homolog	10247	P52758
55183	RIF1	replication timing regulatory factor 1	55183	Q5UIP0
55312	RFK	riboflavin kinase	55312	Q969G6
83547	RILP	Rab interacting lysosomal protein	83547	Q96NA2
85376	RIMBP3	RIMS binding protein 3	85376	Q9UFD9
440804	RIMBP3B	RIMS binding protein 3B	440804	A6NNM3
150221	RIMBP3C	RIMS binding protein 3C	150221	A6NJZ7
9256	TSPOAP1	TSPO associated protein 1	9256	O95153
23504	RIMBP2	RIMS binding protein 2	23504	O15034
285636	RIMOC1	RAB7A interacting MON1-CCZ1 complex subunit 1	285636	A6NDU8
284716	RIMKLA	ribosomal modification protein rimK like family member A	284716	Q8IXN7
57494	RIMKLB	ribosomal modification protein rimK like family member B	57494	Q9ULI2
22999	RIMS1	regulating synaptic membrane exocytosis 1	22999	Q86UR5
9699	RIMS2	regulating synaptic membrane exocytosis 2	9699	Q9UQ26
9783	RIMS3	regulating synaptic membrane exocytosis 3	9783	Q9UJD0
140730	RIMS4	regulating synaptic membrane exocytosis 4	140730	Q9H426
9610	RIN1	Ras and Rab interactor 1	9610	Q13671
54453	RIN2	Ras and Rab interactor 2	54453	Q8WYP3
79890	RIN3	Ras and Rab interactor 3	79890	Q8TB24
6015	RING1	ring finger protein 1	6015	Q06587
6045	RNF2	ring finger protein 2	6045	Q99496
6050	RNH1	ribonuclease/angiogenin inhibitor 1	6050	P13489
126432	RINL	Ras and Rab interactor like	126432	Q6ZS11
60561	RINT1	RAD50 interactor 1	60561	Q6NUQ1
83732	RIOK1	RIO kinase 1	83732	Q9BRS2
55781	RIOK2	RIO kinase 2	55781	Q9BVS4
8780	RIOK3	RIO kinase 3	8780	O14730
79697	RIOX1	ribosomal oxygenase 1	79697	Q9H6W3
84864	RIOX2	ribosomal oxygenase 2	84864	Q8IUF8
8737	RIPK1	receptor interacting serine/threonine kinase 1	8737	Q13546
8767	RIPK2	receptor interacting serine/threonine kinase 2	8767	O43353
11035	RIPK3	receptor interacting serine/threonine kinase 3	11035	Q9Y572
353116	RILPL1	Rab interacting lysosomal protein like 1	353116	Q5EBL4
196383	RILPL2	Rab interacting lysosomal protein like 2	196383	Q969X0
92129	RIPPLY1	ripply transcriptional repressor 1	92129	Q0D2K3
134701	RIPPLY2	ripply transcriptional repressor 2	134701	Q5TAB7
79567	RIPOR1	RHO family interacting cell polarization regulator 1	79567	Q6ZS17
9750	RIPOR2	RHO family interacting cell polarization regulator 2	9750	Q9Y4F9
140876	RIPOR3	RIPOR family member 3	140876	Q96MK2
84268	RPAIN	RPA interacting protein	84268	Q86UA6
6240	RRM1	ribonucleotide reductase catalytic subunit M1	6240	P23921
50484	RRM2B	ribonucleotide reductase regulatory TP53 inducible subunit M2B	50484	Q7LG56
6241	RRM2	ribonucleotide reductase regulatory subunit M2	6241	P31350
59342	SCPEP1	serine carboxypeptidase 1	59342	Q9HB40
6016	RIT1	Ras like without CAAX 1	6016	Q92963
6014	RIT2	Ras like without CAAX 2	6014	Q99578
84934	RITA1	RBPJ interacting and tubulin associated 1	84934	Q96K30
4736	RPL10A	ribosomal protein L10a	4736	P62906
140801	RPL10L	ribosomal protein L10 like	140801	Q96L21
6134	RPL10	ribosomal protein L10	6134	P27635
6135	RPL11	ribosomal protein L11	6135	P62913
6136	RPL12	ribosomal protein L12	6136	P30050
23521	RPL13A	ribosomal protein L13a	23521	P40429
6137	RPL13	ribosomal protein L13	6137	P26373
9045	RPL14	ribosomal protein L14	9045	P50914
6138	RPL15	ribosomal protein L15	6138	P61313
6139	RPL17	ribosomal protein L17	6139	P18621
6142	RPL18A	ribosomal protein L18a	6142	Q02543
6141	RPL18	ribosomal protein L18	6141	Q07020
6143	RPL19	ribosomal protein L19	6143	P84098
26156	RSL1D1	ribosomal L1 domain containing 1	26156	O76021
6144	RPL21	ribosomal protein L21	6144	P46778
200916	RPL22L1	ribosomal protein L22 like 1	200916	Q6P5R6
6146	RPL22	ribosomal protein L22	6146	P35268
6147	RPL23A	ribosomal protein L23a	6147	P62750
9349	RPL23	ribosomal protein L23	9349	P62829
6152	RPL24	ribosomal protein L24	6152	P83731
51121	RPL26L1	ribosomal protein L26 like 1	51121	Q9UNX3
6154	RPL26	ribosomal protein L26	6154	P61254
6157	RPL27A	ribosomal protein L27a	6157	P46776
6155	RPL27	ribosomal protein L27	6155	P61353
6158	RPL28	ribosomal protein L28	6158	P46779
6159	RPL29	ribosomal protein L29	6159	P47914
6156	RPL30	ribosomal protein L30	6156	P62888
6160	RPL31	ribosomal protein L31	6160	P62899
6161	RPL32	ribosomal protein L32	6161	P62910
6164	RPL34	ribosomal protein L34	6164	P49207
6165	RPL35A	ribosomal protein L35a	6165	P18077
11224	RPL35	ribosomal protein L35	11224	P42766
6173	RPL36A	ribosomal protein L36a	6173	P83881
6166	RPL36AL	ribosomal protein L36a like	6166	Q969Q0
25873	RPL36	ribosomal protein L36	25873	Q9Y3U8
6168	RPL37A	ribosomal protein L37a	6168	P61513
6167	RPL37	ribosomal protein L37	6167	P61927
6169	RPL38	ribosomal protein L38	6169	P63173
116832	RPL39L	ribosomal protein L39 like	116832	Q96EH5
6170	RPL39	ribosomal protein L39	6170	P62891
6123	RPL3L	ribosomal protein L3 like	6123	Q92901
51289	RXFP3	relaxin family peptide receptor 3	51289	Q9NSD7
339403	RXFP4	relaxin family peptide/INSL5 receptor 4	339403	Q8TDU9
6122	RPL3	ribosomal protein L3	6122	P39023
7311	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	7311	P62987
6171	RPL41	ribosomal protein L41	6171	P62945
6124	RPL4	ribosomal protein L4	6124	P36578
6125	RPL5	ribosomal protein L5	6125	P46777
6128	RPL6	ribosomal protein L6	6128	Q02878
6130	RPL7A	ribosomal protein L7a	6130	P62424
285855	RPL7L1	ribosomal protein L7 like 1	285855	Q6DKI1
6129	RPL7	ribosomal protein L7	6129	P18124
6132	RPL8	ribosomal protein L8	6132	P62917
6133	RPL9	ribosomal protein L9	6133	P32969
6175	RPLP0	ribosomal protein lateral stalk subunit P0	6175	P05388
6176	RPLP1	ribosomal protein lateral stalk subunit P1	6176	P05386
6181	RPLP2	ribosomal protein lateral stalk subunit P2	6181	P05387
6017	RLBP1	retinaldehyde binding protein 1	6017	P12271
6018	RLF	RLF zinc finger	6018	Q13129
57148	RALGAPB	Ral GTPase activating protein non-catalytic subunit beta	57148	Q86X10
51187	RSL24D1	ribosomal L24 domain containing 1	51187	Q9UHA3
65008	MRPL1	mitochondrial ribosomal protein L1	65008	Q9BYD6
51069	MRPL2	mitochondrial ribosomal protein L2	51069	Q5T653
11222	MRPL3	mitochondrial ribosomal protein L3	11222	P09001
51073	MRPL4	mitochondrial ribosomal protein L4	51073	Q9BYD3
65005	MRPL9	mitochondrial ribosomal protein L9	65005	Q9BYD2
124995	MRPL10	mitochondrial ribosomal protein L10	124995	Q7Z7H8
65003	MRPL11	mitochondrial ribosomal protein L11	65003	Q9Y3B7
6182	MRPL12	mitochondrial ribosomal protein L12	6182	P52815
28998	MRPL13	mitochondrial ribosomal protein L13	28998	Q9BYD1
64928	MRPL14	mitochondrial ribosomal protein L14	64928	Q6P1L8
29088	MRPL15	mitochondrial ribosomal protein L15	29088	Q9P015
54948	MRPL16	mitochondrial ribosomal protein L16	54948	Q9NX20
63875	MRPL17	mitochondrial ribosomal protein L17	63875	Q9NRX2
29074	MRPL18	mitochondrial ribosomal protein L18	29074	Q9H0U6
9801	MRPL19	mitochondrial ribosomal protein L19	9801	P49406
55052	MRPL20	mitochondrial ribosomal protein L20	55052	Q9BYC9
219927	MRPL21	mitochondrial ribosomal protein L21	219927	Q7Z2W9
29093	MRPL22	mitochondrial ribosomal protein L22	29093	Q9NWU5
6150	MRPL23	mitochondrial ribosomal protein L23	6150	Q16540
79590	MRPL24	mitochondrial ribosomal protein L24	79590	Q96A35
51264	MRPL27	mitochondrial ribosomal protein L27	51264	Q9P0M9
10573	MRPL28	mitochondrial ribosomal protein L28	10573	Q13084
51263	MRPL30	mitochondrial ribosomal protein L30	51263	Q8TCC3
64983	MRPL32	mitochondrial ribosomal protein L32	64983	Q9BYC8
9553	MRPL33	mitochondrial ribosomal protein L33	9553	O75394
64981	MRPL34	mitochondrial ribosomal protein L34	64981	Q9BQ48
51318	MRPL35	mitochondrial ribosomal protein L35	51318	Q9NZE8
64979	MRPL36	mitochondrial ribosomal protein L36	64979	Q9P0J6
51253	MRPL37	mitochondrial ribosomal protein L37	51253	Q9BZE1
64978	MRPL38	mitochondrial ribosomal protein L38	64978	Q96DV4
54148	MRPL39	mitochondrial ribosomal protein L39	54148	Q9NYK5
64976	MRPL40	mitochondrial ribosomal protein L40	64976	Q9NQ50
64975	MRPL41	mitochondrial ribosomal protein L41	64975	Q8IXM3
28977	MRPL42	mitochondrial ribosomal protein L42	28977	Q9Y6G3
84545	MRPL43	mitochondrial ribosomal protein L43	84545	Q8N983
65080	MRPL44	mitochondrial ribosomal protein L44	65080	Q9H9J2
26589	MRPL46	mitochondrial ribosomal protein L46	26589	Q9H2W6
57129	MRPL47	mitochondrial ribosomal protein L47	57129	Q9HD33
51642	MRPL48	mitochondrial ribosomal protein L48	51642	Q96GC5
740	MRPL49	mitochondrial ribosomal protein L49	740	Q13405
54534	MRPL50	mitochondrial ribosomal protein L50	54534	Q8N5N7
51258	MRPL51	mitochondrial ribosomal protein L51	51258	Q4U2R6
122704	MRPL52	mitochondrial ribosomal protein L52	122704	Q86TS9
116540	MRPL53	mitochondrial ribosomal protein L53	116540	Q96EL3
116541	MRPL54	mitochondrial ribosomal protein L54	116541	Q6P161
128308	MRPL55	mitochondrial ribosomal protein L55	128308	Q7Z7F7
29919	RMC1	regulator of MON1-CCZ1	29919	Q96DM3
51115	RMDN1	regulator of microtubule dynamics 1	51115	Q96DB5
151393	RMDN2	regulator of microtubule dynamics 2	151393	Q96LZ7
55177	RMDN3	regulator of microtubule dynamics 3	55177	Q96TC7
64795	RMND5A	required for meiotic nuclear division 5 homolog A	64795	Q9H871
64777	RMND5B	required for meiotic nuclear division 5 homolog B	64777	Q96G75
80010	RMI1	RecQ mediated genome instability 1	80010	Q9H9A7
116028	RMI2	RecQ mediated genome instability 2	116028	Q96E14
55005	RMND1	required for meiotic nuclear division 1 homolog	55005	Q9NWS8
8725	URI1	URI1 prefoldin like chaperone	8725	O94763
494115	RBMXL1	RBMX like 1	494115	Q96E39
27288	RBMXL2	RBMX like 2	27288	O75526
139804	RBMXL3	RBMX like 3	139804	Q8N7X1
7844	RNF103	ring finger protein 103	7844	O00237
54778	RNF111	ring finger protein 111	54778	Q6ZNA4
7732	RNF112	ring finger protein 112	7732	Q9ULX5
55905	RNF114	ring finger protein 114	55905	Q9Y508
27246	RNF115	ring finger protein 115	27246	Q9Y4L5
55298	RNF121	ring finger protein 121	55298	Q9H920
79845	RNF122	ring finger protein 122	79845	Q9H9V4
63891	RNF123	ring finger protein 123	63891	Q5XPI4
54941	RNF125	ring finger protein 125	54941	Q96EQ8
55658	RNF126	ring finger protein 126	55658	Q9BV68
79589	RNF128	ring finger protein 128	79589	Q8TEB7
168433	RNF133	ring finger protein 133	168433	Q8WVZ7
84282	RNF135	ring finger protein 135	84282	Q8IUD6
51444	RNF138	ring finger protein 138	51444	Q8WVD3
11236	RNF139	ring finger protein 139	11236	Q8WU17
50862	RNF141	ring finger protein 141	50862	Q8WVD5
153830	RNF145	ring finger protein 145	153830	Q96MT1
81847	RNF146	ring finger protein 146	81847	Q9NTX7
378925	RNF148	ring finger protein 148	378925	Q8N7C7
284996	RNF149	ring finger protein 149	284996	Q8NC42
57484	RNF150	ring finger protein 150	57484	Q9ULK6
146310	RNF151	ring finger protein 151	146310	Q2KHN1
220441	RNF152	ring finger protein 152	220441	Q8N8N0
114804	RNF157	ring finger protein 157	114804	Q96PX1
494470	RNF165	ring finger protein 165	494470	Q6ZSG1
115992	RNF166	ring finger protein 166	115992	Q96A37
26001	RNF167	ring finger protein 167	26001	Q9H6Y7
165918	RNF168	ring finger protein 168	165918	Q8IYW5
254225	RNF169	ring finger protein 169	254225	Q8NCN4
81790	RNF170	ring finger protein 170	81790	Q96K19
285533	RNF175	ring finger protein 175	285533	Q8N4F7
285671	RNF180	ring finger protein 180	285671	Q86T96
51255	RNF181	ring finger protein 181	51255	Q9P0P0
221687	RNF182	ring finger protein 182	221687	Q8N6D2
138065	RNF183	ring finger protein 183	138065	Q96D59
91445	RNF185	ring finger protein 185	91445	Q96GF1
54546	RNF186	ring finger protein 186	54546	Q9NXI6
149603	RNF187	ring finger protein 187	149603	Q5TA31
25897	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase	25897	Q9NV58
127544	RNF19B	ring finger protein 19B	127544	Q6ZMZ0
388591	RNF207	ring finger protein 207	388591	Q6ZRF8
727800	RNF208	ring finger protein 208	727800	Q9H0X6
285498	RNF212	ring finger protein 212	285498	Q495C1
57674	RNF213	ring finger protein 213	57674	Q63HN8
257160	RNF214	ring finger protein 214	257160	Q8ND24
200312	RNF215	ring finger protein 215	200312	Q9Y6U7
54476	RNF216	ring finger protein 216	54476	Q9NWF9
154214	RNF217	ring finger protein 217	154214	Q8TC41
55182	RNF220	ring finger protein 220	55182	Q5VTB9
643904	RNF222	ring finger protein 222	643904	A6NCQ9
401934	RNF223	ring finger protein 223	401934	E7ERA6
643596	RNF224	ring finger protein 224	643596	P0DH78
646862	RNF225	ring finger protein 225	646862	M0QZC1
6041	RNASEL	ribonuclease L	6041	Q05823
6035	RNASE1	ribonuclease A family member 1, pancreatic	6035	P07998
6036	RNASE2	ribonuclease A family member 2	6036	P10153
6038	RNASE4	ribonuclease A family member 4	6038	P34096
6039	RNASE6	ribonuclease A family member k6	6039	Q93091
84659	RNASE7	ribonuclease A family member 7	84659	Q9H1E1
122665	RNASE8	ribonuclease A family member 8	122665	Q8TDE3
390443	RNASE9	ribonuclease A family member 9 (inactive)	390443	P60153
202151	RANBP3L	RAN binding protein 3 like	202151	Q86VV4
26953	RANBP6	RAN binding protein 6	26953	O60518
29102	DROSHA	drosha ribonuclease III	29102	Q9NRR4
27289	RND1	Rho family GTPase 1	27289	Q92730
8153	RND2	Rho family GTPase 2	8153	P52198
390	RND3	Rho family GTPase 3	390	P61587
9921	RNF10	ring finger protein 10	9921	Q8N5U6
26994	RNF11	ring finger protein 11	26994	Q9Y3C5
51132	RLIM	ring finger protein, LIM domain interacting	51132	Q9NVW2
11342	RNF13	ring finger protein 13	11342	O43567
9604	RNF14	ring finger protein 14	9604	Q9UBS8
56163	RNF17	ring finger protein 17	56163	Q9BXT8
11237	RNF24	ring finger protein 24	11237	Q9Y225
64320	RNF25	ring finger protein 25	64320	Q96BH1
79102	RNF26	ring finger protein 26	79102	Q9BY78
55072	RNF31	ring finger protein 31	55072	Q96EP0
140545	RNF32	ring finger protein 32	140545	Q9H0A6
80196	RNF34	ring finger protein 34	80196	Q969K3
22888	UBOX5	U-box domain containing 5	22888	O94941
152006	RNF38	ring finger protein 38	152006	Q9H0F5
80352	RNF39	ring finger protein 39	80352	Q9H2S5
10193	RNF41	ring finger protein 41	10193	Q9H4P4
54894	RNF43	ring finger protein 43	54894	Q68DV7
22838	RNF44	ring finger protein 44	22838	Q7L0R7
6047	RNF4	ring finger protein 4	6047	P78317
6048	RNF5	ring finger protein 5	6048	Q99942
6049	RNF6	ring finger protein 6	6049	Q9Y252
9025	RNF8	ring finger protein 8	9025	O76064
51136	RNFT1	ring finger protein, transmembrane 1	51136	Q5M7Z0
84900	RNFT2	ring finger protein, transmembrane 2	84900	Q96EX2
246243	RNASEH1	ribonuclease H1	246243	O60930
10535	RNASEH2A	ribonuclease H2 subunit A	10535	O75792
79621	RNASEH2B	ribonuclease H2 subunit B	79621	Q5TBB1
84153	RNASEH2C	ribonuclease H2 subunit C	84153	Q8TDP1
440400	RNASEK	ribonuclease K	440400	Q6P5S7
55328	RNLS	renalase, FAD dependent amine oxidase	55328	Q5VYX0
55599	RNPC3	RNA binding region (RNP1, RRM) containing 3	55599	Q96LT9
57140	RNPEPL1	arginyl aminopeptidase like 1	57140	Q9HAU8
10921	RNPS1	RNA binding protein with serine rich domain 1	10921	Q15287
338879	RNASE10	ribonuclease A family member 10 (inactive)	338879	Q5GAN6
122651	RNASE11	ribonuclease A family member 11 (inactive)	122651	Q8TAA1
493901	RNASE12	ribonuclease A family member 12 (inactive)	493901	Q5GAN4
440163	RNASE13	ribonuclease A family member 13 (inactive)	440163	Q5GAN3
8635	RNASET2	ribonuclease T2	8635	O00584
55520	ELAC1	elaC ribonuclease Z 1	55520	Q9H777
60528	ELAC2	elaC ribonuclease Z 2	60528	Q9BQ52
6737	TRIM21	tripartite motif containing 21	6737	P19474
6738	RO60	Ro60, Y RNA binding protein	6738	P10155
10949	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	10949	Q13151
3178	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	3178	P09651
3181	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	3181	P22626
220988	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3	220988	P51991
3182	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B	3182	Q99729
6091	ROBO1	roundabout guidance receptor 1	6091	Q9Y6N7
6092	ROBO2	roundabout guidance receptor 2	6092	Q9HCK4
64221	ROBO3	roundabout guidance receptor 3	64221	Q96MS0
54538	ROBO4	roundabout guidance receptor 4	54538	Q8WZ75
6093	ROCK1	Rho associated coiled-coil containing protein kinase 1	6093	Q13464
9475	ROCK2	Rho associated coiled-coil containing protein kinase 2	9475	O75116
79641	ROGDI	rogdi atypical leucine zipper	79641	Q9GZN7
6094	ROM1	retinal outer segment membrane protein 1	6094	Q03395
140823	ROMO1	reactive oxygen species modulator 1	140823	P60602
4486	MST1R	macrophage stimulating 1 receptor	4486	Q04912
54763	ROPN1	rhophilin associated tail protein 1	54763	Q9HAT0
152015	ROPN1B	rhophilin associated tail protein 1B	152015	Q9BZX4
83853	ROPN1L	rhophilin associated tail protein 1 like	83853	Q96C74
4919	ROR1	receptor tyrosine kinase like orphan receptor 1	4919	Q01973
4920	ROR2	receptor tyrosine kinase like orphan receptor 2	4920	Q01974
6095	RORA	RAR related orphan receptor A	6095	P35398
6097	RORC	RAR related orphan receptor C	6097	P51449
6098	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase	6098	P08922
94137	RP1L1	RP1 like 1	94137	Q8IWN7
6101	RP1	RP1 axonemal microtubule associated	6101	P56715
138716	RPP25L	ribonuclease P/MRP subunit p25 like	138716	Q8N5L8
22895	RPH3A	rabphilin 3A	22895	Q9Y2J0
6100	RP9	RP9 pre-mRNA splicing factor	6100	Q8TA86
30834	POLR1H	RNA polymerase I subunit H	30834	Q9P1U0
25885	POLR1A	RNA polymerase I subunit A	25885	O95602
84172	POLR1B	RNA polymerase I subunit B	84172	Q9H9Y6
10849	POLR1G	RNA polymerase I subunit G	10849	O15446
221830	POLR1F	RNA polymerase I subunit F	221830	Q3B726
64425	POLR1E	RNA polymerase I subunit E	64425	Q9GZS1
5434	POLR2E	RNA polymerase II, I and III subunit E	5434	P19388
5435	POLR2F	RNA polymerase II, I and III subunit F	5435	P61218
5437	POLR2H	RNA polymerase II, I and III subunit H	5437	P52434
5440	POLR2K	RNA polymerase II, I and III subunit K	5440	P53803
5441	POLR2L	RNA polymerase II, I and III subunit L	5441	P62875
9533	POLR1C	RNA polymerase I and III subunit C	9533	O15160
51082	POLR1D	RNA polymerase I and III subunit D	51082	P0DPB6
26015	RPAP1	RNA polymerase II associated protein 1	26015	Q9BWH6
79871	RPAP2	RNA polymerase II associated protein 2	79871	Q8IXW5
79657	RPAP3	RNA polymerase II associated protein 3	79657	Q9H6T3
5439	POLR2J	RNA polymerase II subunit J	5439	P52435
548644	POLR2J3	RNA polymerase II subunit J3	548644	Q9GZM3
246721	POLR2J2	RNA polymerase II subunit J2	246721	Q9GZM3
5430	POLR2A	RNA polymerase II subunit A	5430	P24928
5431	POLR2B	RNA polymerase II subunit B	5431	P30876
5432	POLR2C	RNA polymerase II subunit C	5432	P19387
5433	POLR2D	RNA polymerase II subunit D	5433	O15514
5436	POLR2G	RNA polymerase II subunit G	5436	P62487
5438	POLR2I	RNA polymerase II subunit I	5438	P36954
51728	POLR3K	RNA polymerase III subunit K	51728	Q9Y2Y1
11128	POLR3A	RNA polymerase III subunit A	11128	O14802
51082	POLR1D	RNA polymerase I and III subunit D	51082	P0DPB5
55703	POLR3B	RNA polymerase III subunit B	55703	Q9NW08
10623	POLR3C	RNA polymerase III subunit C	10623	Q9BUI4
661	POLR3D	RNA polymerase III subunit D	661	P05423
